Y;log90;ridge;lasso;elastic;foret;adabo;logibo;logStep20;svmStep20;logRed15
0;0,089783455;0,157958076;0,146473303;0,141688369;0,198;0,108828903;0,121699769;0,135848099;0,150394441;0,115251109
0;0,070126644;0,109011909;0,114437035;0,119100905;0,21;0,066712372;0,089689599;0,118751978;0,1611851;0,103633528
0;0,094613097;0,124151206;0,079308357;0,083232354;0,146;0,04865983;0,083605054;0,074117205;0,10019167;0,060356009
1;0,252408647;0,244288734;0,469902302;0,473782777;0,378;0,480545973;0,504669492;0,505688353;0,474498216;0,537060308
1;0,74225649;0,693049185;0,643644506;0,698120776;0,608;0,636945746;0,697547062;0,756759704;0,705880512;0,741091604
0;0,182252461;0,24679361;0,358555972;0,318379462;0,428;0,365178538;0,373135712;0,266328199;0,203315127;0,235769838
1;0,565523108;0,650765004;0,625457583;0,681328914;0,596;0,694217681;0,659764178;0,623677974;0,677675759;0,68593058
0;0,180482426;0,257281697;0,261945817;0,256298481;0,398;0,412987509;0,358413224;0,198881659;0,15847207;0,219286289
0;0,397463713;0,353326245;0,487837619;0,408551213;0,302;0,36921863;0,374670924;0,357905101;0,288837915;0,365818085
0;0,560315607;0,61760646;0,672386034;0,660955401;0,586;0,559396268;0,613831585;0,664241647;0,650455945;0,714656773
0;0,080677613;0,118749012;0,095892231;0,088390816;0,146;0,074896501;0,079373022;0,086962618;0,105515544;0,081324672
0;0,038080242;0,052172874;0,099226948;0,060068091;0,044;0,052969971;0,077085661;0,04517088;0,066177118;0,046233306
1;0,566231411;0,545259284;0,529265219;0,514571262;0,48;0,523322581;0,602425466;0,554436878;0,609032957;0,504704891
0;0,042711316;0,077689228;0,088941168;0,073093001;0,124;0,06106647;0,06963625;0,055520036;0,077758062;0,063276871
0;0,033305799;0,054397621;0,107171362;0,074967643;0,064;0,044352844;0,060435021;0,073295827;0,10393596;0,082794968
0;0,167634626;0,224380041;0,177749348;0,210179755;0,27;0,161264652;0,162342644;0,177073544;0,200218332;0,159385575
1;0,586731262;0,573532162;0,662705455;0,632552282;0,452;0,561354339;0,563144582;0,656794152;0,65661969;0,669081512
0;0,028502718;0,054939638;0,062136975;0,050218419;0,108;0,050612729;0,075045664;0,029781048;0,048155952;0,033791827
1;0,393490871;0,426089456;0,394696854;0,417949998;0,548;0,424479734;0,434510517;0,419981563;0,363989472;0,403390901
1;0,750501772;0,728112537;0,678222666;0,721190284;0,558;0,588902424;0,555851292;0,760446539;0,749807604;0,714809705
0;0,027341802;0,042222495;0,099226948;0,05346468;0,128;0,048384132;0,074787911;0,044184145;0,069711906;0,047263674
0;0,030428159;0,069992538;0,092441746;0,07223486;0,074;0,039967275;0,063117553;0,05427097;0,098603622;0,043300858
0;0,037897258;0,052144921;0,061923264;0,051427368;0,102;0,037407618;0,063560642;0,038894472;0,072085194;0,041528297
1;0,571204079;0,548711571;0,497133965;0,557125397;0,576;0,547216593;0,567813554;0,574200112;0,567555315;0,500100729
0;0,082765293;0,093367555;0,160210228;0,101719406;0,038;0,114868656;0,134843099;0,0923535;0,097750607;0,097018865
0;0,321695723;0,359452923;0,272083793;0,341849978;0,33;0,237308746;0,243423078;0,355643879;0,31696495;0,340627966
0;0,052916907;0,080612613;0,229447856;0,121722154;0,226;0,238117342;0,222410592;0,069369072;0,066756749;0,10162453
1;0,435143276;0,422821947;0,477761968;0,486910383;0,43;0,429294005;0,447545708;0,495709448;0,399067158;0,469541554
0;0,075118228;0,088126509;0,111046381;0,081059696;0,07;0,066712372;0,089689599;0,077814758;0,115078062;0,066106592
0;0,293094109;0,341579619;0,305538364;0,311910029;0,348;0,414476056;0,441442738;0,291679825;0,362234478;0,254629917
0;0,651471952;0,707297664;0,647103204;0,720221983;0,576;0,553400685;0,537542169;0,694237828;0,625353452;0,644600796
0;0,070399998;0,09786744;0,099973619;0,102624702;0,112;0,063085332;0,077443332;0,078669308;0,099002225;0,110592983
0;0,168504749;0,195265694;0,380487211;0,283808935;0,364;0,43025883;0,496416918;0,307558717;0,288205736;0,225672159
0;0,077338845;0,101401347;0,09345693;0,085075535;0,024;0,055160667;0,073401218;0,051963295;0,092383406;0,048828094
0;0,201874273;0,215739468;0,201372381;0,186110021;0,158;0,191661178;0,182393968;0,184257723;0,167750192;0,17981688
1;0,399932547;0,375298987;0,345728974;0,342391193;0,39;0,363829622;0,359775762;0,351555743;0,339586106;0,275112541
0;0,148231356;0,209277377;0,285106886;0,224355548;0,346;0,308361284;0,304026012;0,183346431;0,142176771;0,239111298
0;0,091081805;0,11592673;0,118960951;0,098480545;0,068;0,056143727;0,086273464;0,08032692;0,121181763;0,088577495
0;0,309660313;0,380351408;0,297358308;0,324311733;0,348;0,222421603;0,279366889;0,275159665;0,365675595;0,24852224
0;0,337017602;0,224097621;0,24551043;0,244050996;0,236;0,217911405;0,208355789;0,288100611;0,170871715;0,256846186
0;0,111155832;0,127055573;0,153340507;0,118386422;0,11;0,099901419;0,11905585;0,088320987;0,101779185;0,111969702
0;0,027875207;0,048578218;0,077009797;0,04358169;0,1;0,049653486;0,06963625;0,041907811;0,075002713;0,043364707
0;0,121339853;0,128052044;0,176113768;0,137043271;0,102;0,111551031;0,123356117;0,116032123;0,124656534;0,113958944
1;0,283522417;0,278124908;0,337823367;0,305521672;0,424;0,351745068;0,375986942;0,305185266;0,251799806;0,259474138
1;0,340704859;0,340442882;0,305378071;0,314984451;0,37;0,391363585;0,348441253;0,359861725;0,265190856;0,370202624
0;0,058770195;0,062697435;0,10828096;0,086195045;0,164;0,089220028;0,078520499;0,084637568;0,102515486;0,094869018
0;0,474239501;0,458488353;0,524462367;0,470801335;0,566;0,627443134;0,614347652;0,56725246;0,672260394;0,628887779
0;0,050937832;0,075062169;0,176679854;0,096880779;0,128;0,123414102;0,158339571;0,091793852;0,080169187;0,076239656
1;0,611597185;0,595213124;0,521610623;0,537926723;0,438;0,481997104;0,45498722;0,591705575;0,566295289;0,592316009
0;0,406989434;0,279179282;0,437782536;0,33789175;0,302;0,281784667;0,244634676;0,447858533;0,399717751;0,42099953
0;0,126719604;0,140666784;0,126617569;0,133066483;0,124;0,089648835;0,094800905;0,121781494;0,154005742;0,088865319
1;0,778895484;0,6932064;0,647103204;0,680298415;0,504;0,491665807;0,565364845;0,779228375;0,73676076;0,776423125
0;0,357927276;0,373956382;0,332912587;0,375315121;0,358;0,364884327;0,395967404;0,368841517;0,350948148;0,409228317
1;0,173726415;0,14911486;0,146994721;0,123344803;0,14;0,114321663;0,125042102;0,145919866;0,136955147;0,137322637
0;0,596257382;0,536145098;0,592147418;0,586162939;0,612;0,611101773;0,596360983;0,584977856;0,539900066;0,658630076
0;0,241677371;0,187135145;0,233969911;0,203396979;0,312;0,247462723;0,25853965;0,258044683;0,254037226;0,202519784
0;0,152605357;0,128082774;0,100019019;0,096788372;0,156;0,074718556;0,080941515;0,089879879;0,108930623;0,081421716
1;0,04620715;0,047002313;0,077252431;0,042880419;0,052;0,029475184;0,048990442;0,049709467;0,08093589;0,047927071
0;0,576913317;0,611543852;0,533800661;0,575376619;0,47;0,533547012;0,633771463;0,591114477;0,514015199;0,577045316
0;0,055892763;0,107069835;0,303000108;0,192749979;0,314;0,325341836;0,248129023;0,140283572;0,111527345;0,256893034
0;0,683566437;0,600611278;0,656611588;0,634595183;0,568;0,543933299;0,571443245;0,674079807;0,67206167;0,680144098
0;0,037549867;0,073070504;0,11094613;0,080542849;0,216;0,093532558;0,111689242;0,055404437;0,051484736;0,069405137
1;0,123471291;0,154205831;0,264673925;0,19569284;0,276;0,347976166;0,291233919;0,163038002;0,158777952;0,205428473
0;0,040538516;0,086737492;0,106471538;0,07603916;0,114;0,063852045;0,062990011;0,06479559;0,103662969;0,083223376
1;0,52864315;0,523824159;0,478166531;0,506958891;0,594;0,538321785;0,563766035;0,495330981;0,527887739;0,541848915
0;0,181999005;0,199541883;0,214539979;0,218468909;0,32;0,230540517;0,213218375;0,209766499;0,211599433;0,150819205
0;0,418522364;0,447903848;0,437054526;0,454555972;0,394;0,496277294;0,486488734;0,454939336;0,427909957;0,430022395
0;0,159575741;0,18637878;0,233969911;0,177156393;0,194;0,194453258;0,178766744;0,204759206;0,188234399;0,202882864
0;0,386515081;0,392497107;0,295983273;0,225293561;0,458;0,348587014;0,309586811;0,174026847;0,098593711;0,247960328
0;0,071512754;0,08530626;0,162146438;0,111788675;0,218;0,11773355;0,116744713;0,067291255;0,081331952;0,106946834
0;0,354329229;0,326950428;0,291421591;0,322502725;0,45;0,431180798;0,534768157;0,316729994;0,28631073;0,341063508
0;0,454554533;0,408461686;0,331804469;0,372309104;0,51;0,47308009;0,431409092;0,429622797;0,534347239;0,436948053
0;0,081809944;0,113938845;0,108476089;0,091178624;0,19;0,056025449;0,099809853;0,066460273;0,07713997;0,066799844
0;0,353659709;0,383716708;0,419869421;0,407028649;0,488;0,485017727;0,40923553;0,312153613;0,206374131;0,509099376
0;0,038500782;0,052256869;0,074502622;0,045725548;0,038;0,033948546;0,058542725;0,038912744;0,061437734;0,033999681
0;0,067304549;0,092953805;0,080637048;0,068581836;0,146;0,03068804;0,060555635;0,056246286;0,11075142;0,059077131
1;0,668299763;0,587764667;0,617953681;0,605818385;0,526;0,626363513;0,632153563;0,593648018;0,577476783;0,559550832
0;0,266293437;0,316674262;0,337180058;0,296528992;0,456;0,390711695;0,381460769;0,21272785;0,250353178;0,225852404
1;0,427255957;0,412632099;0,414226796;0,389831269;0,37;0,358298597;0,369657783;0,392705579;0,331826991;0,373454371
1;0,579209909;0,586303765;0,550333168;0,575198962;0,612;0,60099992;0,631420592;0,600000215;0,700718294;0,567404678
1;0,324707803;0,300911128;0,299563152;0,276468563;0,442;0,341340865;0,310219412;0,28687311;0,271737995;0,253202147
0;0,055661364;0,072265602;0,069501543;0,057880434;0,108;0,049653486;0,073714516;0,037611683;0,065967824;0,046388865
0;0,107253069;0,119840603;0,162146438;0,113130449;0,092;0,100067678;0,115346224;0,086539555;0,099134082;0,098968837
1;0,673802924;0,649209791;0,661065413;0,666855544;0,588;0,597268561;0,564145322;0,650694757;0,653403643;0,626924143
0;0,079236001;0,092439516;0,10711205;0,090513738;0,07;0,08092746;0,078197482;0,080128273;0,091425595;0,067282513
1;0,38283255;0,34300568;0,439114308;0,435015405;0,412;0,402496587;0,366883058;0,51726904;0,426153562;0,490787266
0;0,055497501;0,054498205;0,068019913;0,064266868;0,086;0,040459182;0,067143762;0,049182493;0,086925226;0,068080502
1;0,772425215;0,685696108;0,54625713;0,656059167;0,512;0,585586511;0,604202377;0,701997743;0,739476742;0,735720458
0;0,039045631;0,059667062;0,077369508;0,054145484;0,096;0,050709932;0,081755684;0,033576169;0,066749703;0,040372629
1;0,618467371;0,581474825;0,618635399;0,62986915;0,518;0,598881938;0,593260972;0,632786722;0,663953146;0,675189862
0;0,591148958;0,524251333;0,405659423;0,539376676;0,47;0,514169941;0,533977606;0,585550366;0,559980194;0,611953217
0;0,051227977;0,104482465;0,13101858;0,103069848;0,228;0,132241698;0,113026046;0,077591881;0,115225668;0,07837773
1;0,822571461;0,777258936;0,705472868;0,77743077;0,532;0,687462035;0,714732117;0,798098865;0,789763232;0,835166578
1;0,473325316;0,420636616;0,262669513;0,342862231;0,424;0,341218773;0,341842879;0,380496991;0,341992837;0,312512304
0;0,217774218;0,211336983;0,187531878;0,177254787;0,218;0,195283053;0,166313837;0,174714026;0,165536137;0,146161642
1;0,441822232;0,472895403;0,40997408;0,45852296;0,456;0,412541829;0,549546622;0,461541247;0,501215032;0,4127676
1;0,414568849;0,370232964;0,282839315;0,31350422;0,376;0,321931583;0,281673885;0,341496539;0,260717698;0,304801173
0;0,205773314;0,235124464;0,334496327;0,23838566;0,324;0,38133032;0,380878286;0,216902078;0,298119825;0,282129878
1;0,1213763;0,135969335;0,152415706;0,122913834;0,24;0,078316467;0,11353348;0,080568639;0,120322043;0,101828896
0;0,130684029;0,158995259;0,188380701;0,140804508;0,196;0,189740027;0,173603033;0,11904732;0,096267699;0,128495651
0;0,055339828;0,070094596;0,09667249;0,080783495;0,052;0,06769556;0,072511683;0,07107167;0,094968693;0,066791086
0;0,295048714;0,367061513;0,454473735;0,410545729;0,43;0,467416906;0,423504368;0,380585666;0,277600836;0,424557021
1;0,351461685;0,360091544;0,410374771;0,383702512;0,384;0,391163399;0,400217257;0,35377102;0,290106844;0,322375239
0;0,314497397;0,181983044;0,158187389;0,198552132;0,382;0,110162551;0,110006751;0,226803144;0,167272946;0,287898934
0;0,12527296;0,191662217;0,165463265;0,182318937;0,082;0,145563484;0,150862686;0,158152719;0,186378041;0,173558325
1;0,038570523;0,06410865;0,086068008;0,05418087;0,146;0,03997182;0,078233483;0,032550247;0,057541103;0,031236179
0;0,030295011;0,046428684;0,108512696;0,052182914;0,118;0,064473949;0,082955541;0,027022134;0,032803219;0,036631492
1;0,704052226;0,692099922;0,616225731;0,66972014;0,638;0,613507447;0,650061808;0,635369666;0,675531063;0,683966909
1;0,811090791;0,773849066;0,756481878;0,779756311;0,528;0,589829309;0,636440222;0,794034941;0,795661179;0,840880879
0;0,074862967;0,094302414;0,10660081;0,093605186;0,122;0,078071857;0,092093292;0,065586515;0,110903849;0,077575667
0;0,252135174;0,218321894;0,241169095;0,222184497;0,24;0,199803275;0,211452746;0,227764271;0,192356206;0,254146219
1;0,546001749;0,519261646;0,571455273;0,545206847;0,578;0,594493542;0,624910953;0,496250365;0,597104804;0,628924917
0;0,264040156;0,231110464;0,150717827;0,189330439;0,294;0,0835831;0,11544948;0,178179838;0,20523791;0,167297631
0;0,20221635;0,205890774;0,254874793;0,180970952;0,278;0,131626797;0,138771285;0,161473394;0,227474999;0,203586775
1;0,648861876;0,593706359;0,650313607;0,616249144;0,634;0,55866643;0,573657037;0,594535102;0,597226316;0,622866458
1;0,602496944;0,559241563;0,607688683;0,632052947;0,56;0,634871829;0,654701691;0,67799893;0,767369578;0,641721103
0;0,05442283;0,093479152;0,222256662;0,147233957;0,17;0,176848779;0,139149456;0,085950014;0,086601319;0,10063711
0;0,492279358;0,490874728;0,408992474;0,460662329;0,492;0,514050537;0,433908902;0,456352501;0,391147923;0,403685434
0;0,266926679;0,236771121;0,261960469;0,244462204;0,334;0,278111345;0,246633399;0,23704899;0,12888826;0,304413329
1;0,448164209;0,403653768;0,450596892;0,441896539;0,434;0,487134388;0,452066921;0,519052777;0,414913468;0,483337402
0;0,415282241;0,333901223;0,205626283;0,266407094;0,25;0,147312706;0,221046323;0,328166791;0,341517025;0,31289556
1;0,410267974;0,389126343;0,395927996;0,415501646;0,402;0,427600593;0,365334411;0,40032122;0,372316557;0,364946971
0;0,483352397;0,54976543;0,540618095;0,619966569;0,52;0,645379021;0,572692366;0,605975338;0,639908834;0,687125077
1;0,275146887;0,284901541;0,279043054;0,284034287;0,318;0,179584391;0,193137552;0,339407655;0,385942354;0,316420245
1;0,357908368;0,356462272;0,445132783;0,424065758;0,44;0,554158897;0,597030248;0,390170759;0,583521871;0,410326223
1;0,777272544;0,705455461;0,601631527;0,671354365;0,628;0,634730932;0,653148474;0,733859899;0,722060368;0,714335063
1;0,577441029;0,556206957;0,496763835;0,529127784;0,482;0,52793365;0,529688032;0,535004345;0,538195793;0,536063833
1;0,223471687;0,223377137;0,18358717;0,200589352;0,194;0,127226106;0,108733616;0,221397124;0,211362533;0,168408917
0;0,392302941;0,400993797;0,249276231;0,270684447;0,452;0,301192043;0,330426286;0,282439124;0,252036544;0,326636866
0;0,483317301;0,510719385;0,413385788;0,49834914;0,46;0,438218683;0,431847271;0,523567787;0,511093278;0,532992899
0;0,154110077;0,137045153;0,171046954;0,154299075;0,218;0,162390756;0,165541346;0,137178527;0,136291221;0,102659617
0;0,191695945;0,198047051;0,159166584;0,216031929;0,318;0,130544947;0,147701739;0,208414007;0,211345537;0,160760711
1;0,369556996;0,3773834;0,414791389;0,422953559;0,496;0,422683807;0,514953361;0,351164825;0,461669413;0,356607469
0;0,056271653;0,076960979;0,20993908;0,119695036;0,228;0,135196736;0,163627907;0,098915672;0,160952938;0,127831765
1;0,578827191;0,660391862;0,568773761;0,667177864;0,49;0,594645015;0,713207879;0,609487732;0,476167373;0,632722036
0;0,028530133;0,032749863;0,063889061;0,040342516;0,102;0,040562459;0,06398016;0,030736525;0,057776226;0,045798329
0;0,043453237;0,057147263;0,066302432;0,055485988;0,084;0,050413908;0,068923398;0,04244445;0,067369908;0,035873351
0;0,241138052;0,244518244;0,287538261;0,267033131;0,338;0,288057538;0,354872853;0,287858649;0,243461498;0,334294643
0;0,259476163;0,259260221;0,300101677;0,279056921;0,268;0,345413383;0,326770009;0,263275277;0,216672797;0,24298143
0;0,073953605;0,076847716;0,125574584;0,082686369;0,06;0,06481388;0,080012631;0,074271988;0,107744911;0,070205869
0;0,115450174;0,111748727;0,177996058;0,117484785;0,234;0,158475067;0,148867193;0,122173516;0,150555147;0,128577377
0;0,368837286;0,333938635;0,233969911;0,236950386;0,37;0,199686888;0,219609145;0,224171537;0,14439211;0,208445503
0;0,247862428;0,205530818;0,235014766;0,229847405;0,094;0,192640194;0,184968689;0,193784245;0,174858073;0,220574401
0;0,056277042;0,04537563;0,099236237;0,044186422;0,026;0,033025168;0,060469767;0,051200478;0,08453343;0,070018598
1;0,218374099;0,237036701;0,245113063;0,219113134;0,332;0,189852505;0,169124187;0,227258351;0,257130273;0,296211234
1;0,784338386;0,781773466;0,625457583;0,795592997;0,532;0,752283229;0,751001045;0,794619302;0,750899682;0,76409563
0;0,129838305;0,141613466;0,161042204;0,139969856;0,136;0,091821247;0,109152602;0,165820497;0,164620119;0,115177437
0;0,156556213;0,172808031;0,135501105;0,128759911;0,08;0,091114564;0,106134419;0,110164705;0,122555673;0,134963764
0;0,425657529;0,39883519;0,400919347;0,426107633;0,488;0,413957007;0,4258162;0,398864334;0,295613718;0,31611167
0;0,230919843;0,310591134;0,405462665;0,378496862;0,332;0,344242936;0,315673666;0,241253665;0,35749505;0,343299182
0;0,542713754;0,540721844;0,454705852;0,491849855;0,428;0,529205929;0,492477122;0,520596985;0,476748057;0,431412953
0;0,487511741;0,404965787;0,410374771;0,430655635;0,328;0,391029532;0,37135234;0,452717882;0,376357397;0,433438972
0;0,358305831;0,367920086;0,467255923;0,426742269;0,422;0,377892079;0,344774442;0,38853687;0,335492134;0,389074403
0;0,295727204;0,315752641;0,353676093;0,338116419;0,5;0,408304108;0,393878069;0,279907869;0,238751097;0,350937596
0;0,100870724;0,131989086;0,135946135;0,123802266;0,174;0,09683179;0,128621942;0,089582734;0,176262387;0,110933567
1;0,720444169;0,696054529;0,569626083;0,623621715;0,566;0,642096546;0,627353576;0,745636967;0,729414782;0,755434903
0;0,557406113;0,505818962;0,319619064;0,408290158;0,434;0,415116573;0,364699281;0,474956648;0,400393683;0,410764715
0;0,223854826;0,209220749;0,284701568;0,247610442;0,366;0,362151213;0,376214683;0,280740678;0,228281069;0,307459819
0;0,174171872;0,181901759;0,19390807;0,164619375;0,256;0,190307589;0,194929936;0,153597257;0,133564362;0,13551034
0;0,346484886;0,384018066;0,29478182;0,35297823;0,516;0,413362476;0,410590514;0,31199795;0,250279253;0,275554624
0;0,396432458;0,399016545;0,465344859;0,473591664;0,516;0,51155138;0,514639638;0,449945858;0,44337393;0,35363032
0;0,083975727;0,114616703;0,228841451;0,143824708;0,204;0,180155502;0,182774214;0,133349108;0,094656626;0,231087518
0;0,04069245;0,050294317;0,089119109;0,059830405;0,028;0,067479433;0,071852657;0,045122542;0,055117435;0,052830308
0;0,104280902;0,117042779;0,171355722;0,121655336;0,108;0,124627479;0,130638123;0,11522609;0,097957843;0,112017971
0;0,113821324;0,110898687;0,197004603;0,139588113;0,246;0,129596169;0,150744784;0,159100178;0,22936737;0,171553779
1;0,816377677;0,734274605;0,614303178;0,712776744;0,526;0,676083373;0,721231134;0,727872213;0,783057333;0,67357416
0;0,206589704;0,279652988;0,283614242;0,274948634;0,3;0,299125843;0,368740668;0,255068491;0,219648039;0,231667025
0;0,061050626;0,060413991;0,088468663;0,060849907;0,106;0,047053934;0,073714516;0,061214801;0,094013086;0,050888162
0;0,156370165;0,140909069;0,201464395;0,164554338;0,25;0,224986565;0,225733804;0,118297246;0,086018051;0,170778483
0;0,168928593;0,182237367;0,154468318;0,164264748;0,23;0,127127166;0,137478954;0,179614128;0,171190102;0,1815495
1;0,165971222;0,185692197;0,195602041;0,192843933;0,156;0,184973956;0,212053535;0,180809507;0,206121774;0,154328248
1;0,363845957;0,35787077;0,403726614;0,384745934;0,506;0,535194017;0,484684622;0,368374881;0,418829907;0,386343526
0;0,128087605;0,156146326;0,174934275;0,165633914;0,14;0,116958567;0,128642868;0,172726456;0,172854192;0,17600265
0;0,064032596;0,072480046;0,080207112;0,072940696;0,13;0,089287912;0,113012845;0,057953945;0,089303167;0,051006805
0;0,607102955;0,549453674;0,576393646;0,599973907;0,522;0,57419267;0,598702034;0,64857031;0,632861358;0,603248909
1;0,700370219;0,653532609;0,608873677;0,643177847;0,58;0,645280269;0,65732267;0,702533853;0,706791726;0,709228165
0;0,016902352;0,03084886;0,104290439;0,043457629;0,18;0,064761512;0,087093708;0,022636468;0,029478583;0,073148973
1;0,883095886;0,831318641;0,768056211;0,809789132;0,608;0,693415903;0,72972535;0,869151562;0,866129322;0,834126116
1;0,845726938;0,756438875;0,698618641;0,778399112;0,538;0,634570408;0,632203143;0,810786325;0,802313206;0,813811138
0;0,162291296;0,242601449;0,23150171;0,199265162;0,398;0,211370068;0,196319894;0,136230905;0,225306506;0,179174158
0;0,082943114;0,113291094;0,125574584;0,10150545;0,142;0,083311503;0,117583348;0,082085016;0,097115135;0,085566406
1;0,652540318;0,625437445;0,455354553;0,538067931;0,514;0,472381319;0,562943471;0,653358998;0,678105767;0,61432097
0;0,414657885;0,481204569;0,36278508;0,42843437;0,416;0,468133358;0,470667132;0,388222693;0,483834324;0,304831518
1;0,749119085;0,701404888;0,6702035;0,728371007;0,582;0,673967284;0,747021066;0,80521281;0,799055281;0,721592279
0;0,098130959;0,09286363;0,108213338;0,085293238;0,148;0,070723878;0,077966391;0,091404652;0,11100832;0,101707374
0;0,309345945;0,318720909;0,431931836;0,38888303;0,542;0,47679392;0,460542348;0,395483188;0,38905395;0,365819659
0;0,126253694;0,129959928;0,206849778;0,158420373;0,26;0,205171909;0,204840637;0,16605278;0,152555518;0,174703918
0;0,447115197;0,468955906;0,455886351;0,439192179;0,52;0,568757815;0,545234723;0,40246194;0,473888222;0,44135789
0;0,740733749;0,724580634;0,714441163;0,720597921;0,65;0,631587018;0,67472036;0,741309634;0,757306327;0,777932872
1;0,696945802;0,588785199;0,574419988;0,572885906;0,53;0,547768328;0,548735332;0,620522653;0,647870132;0,712682941
1;0,60905481;0,604118516;0,50587429;0,545753096;0,448;0,568546594;0,604348653;0,590273646;0,538714403;0,638469198
0;0,464424429;0,418300299;0,363891233;0,397758159;0,306;0,412886077;0,347820474;0,461459123;0,363977255;0,522267818
0;0,025184045;0,044912172;0,070063496;0,063015805;0,07;0,047117501;0,071852657;0,03200537;0,079096624;0,03811084
1;0,754588594;0,714158486;0,545304628;0,667692508;0,634;0,649802185;0,689468202;0,720142838;0,700068514;0,690866178
1;0,883074414;0,839629732;0,662535707;0,805555181;0,638;0,640949092;0,75127576;0,85486618;0,827276651;0,819828719
1;0,163059351;0,115908585;0,22437316;0,141953238;0,114;0,161029595;0,160249764;0,136288836;0,133462509;0,180081162
0;0,249727733;0,249264064;0,322527527;0,275585688;0,36;0,371003134;0,357266881;0,241696988;0,25521212;0,296106203
0;0,049129975;0,101523939;0,102797538;0,091670423;0,194;0,058016786;0,088165004;0,065372379;0,083229247;0,039323404
1;0,063133358;0,084092899;0,110260709;0,080838418;0,072;0,054349842;0,076073952;0,085590146;0,115855833;0,094025126
1;0,509630557;0,392824479;0,429641616;0,389719962;0,37;0,332150486;0,293052755;0,431515844;0,396117835;0,421625178
0;0,063660687;0,084100655;0,102229275;0,080054739;0,154;0,064458771;0,072845861;0,082032392;0,102466631;0,066245594
0;0,122655388;0,149383524;0,111252027;0,130732888;0,22;0,067418339;0,081731056;0,086304745;0,083470827;0,102457572
0;0,201755545;0,192639297;0,222228082;0,197320721;0,172;0,199548792;0,174312493;0,250024808;0,246696364;0,244474852
