Y;log90;ridge;lasso;elastic;foret;adabo;logibo;logStep20;svmStep20;logRed15
1;0,76810788;0,66451594;0,455061375;0,551291734;0,524;0,641648611;0,571310222;0,658506106;0,635215321;0
0;0,100154724;0,103951003;0,120893584;0,089410175;0,126;0,080217547;0,116494877;0,073224453;0,130201734;0
0;0,112588974;0,181195509;0,169788303;0,167542562;0,22;0,140716726;0,141114434;0,154040334;0,165836629;0
0;0,06893678;0,095051601;0,109191654;0,105527881;0,148;0,074938479;0,105578956;0,09922941;0,131834737;0
0;0,099544658;0,121086955;0,087301654;0,078922786;0,118;0,044464397;0,060209373;0,070350158;0,097981547;0
1;0,548214469;0,492561868;0,484085859;0,500355268;0,37;0,484867401;0,495666409;0,534568694;0,523704442;0
1;0,756208618;0,717855267;0,649242398;0,729080451;0,564;0,641489727;0,655954941;0,78528719;0,745908071;0
0;0,184768195;0,285483919;0,383043453;0,362157743;0,502;0,47543985;0,435559833;0,26581897;0,212938778;0
1;0,594539376;0,640241737;0,629334173;0,656019332;0,524;0,649887883;0,603153928;0,603263618;0,669627419;0
0;0,214572844;0,285898968;0,265468026;0,26295607;0,418;0,34481239;0,301265069;0,237266581;0,159910038;0
0;0,366825639;0,349033825;0,482071908;0,405211655;0,318;0,330740133;0,336131336;0,354473276;0,2961012;0
0;0,578827423;0,63459959;0,648300512;0,674432579;0,576;0,586480727;0,589475757;0,665986815;0,665034833;0
0;0,083305579;0,117550973;0,105146616;0,090508137;0,126;0,071424003;0,089901467;0,088655945;0,104080828;0
0;0,03083888;0,039759397;0,078134118;0,043772829;0,044;0,045932774;0,068455206;0,033271424;0,045182286;0
1;0,622581797;0,569143806;0,551697582;0,542944189;0,424;0,55578753;0,594085968;0,536926132;0,613740204;0
0;0,048002482;0,079307017;0,09373037;0,074285681;0,144;0,066511735;0,079246554;0,060642942;0,082978804;0
0;0,059057552;0,083754517;0,112767652;0,095124894;0,08;0,058329116;0,080117876;0,085157584;0,108822758;0
0;0,186748942;0,221394998;0,174032526;0,211418043;0,32;0,146007284;0,183571355;0,173144851;0,184786324;0
1;0,564743415;0,561914268;0,643837744;0,617560459;0,526;0,472153898;0,512465064;0,624590781;0,61189848;0
0;0,026670439;0,052874232;0,071750703;0,042612368;0,084;0,044055452;0,06390613;0,026543239;0,048498722;0
1;0,325415654;0,383163643;0,391219219;0,400097881;0,544;0,505734935;0,423467467;0,385289737;0,325683027;0
1;0,691333352;0,689301454;0,639449652;0,704872679;0,524;0,59097663;0,577659474;0,737991435;0,700418714;0
0;0,023230282;0,038458028;0,07997362;0,047810231;0,154;0,058805264;0,071004778;0,039930705;0,060607934;0
0;0,032771226;0,063745975;0,090628543;0,071222257;0,07;0,067854572;0,062364173;0,05756463;0,095808069;0
0;0,02723004;0,041757781;0,066914056;0,044173681;0,076;0,046857085;0,067159212;0,03377191;0,055261872;0
1;0,453042361;0,488808088;0,472047008;0,518817656;0,528;0,547956292;0,599341996;0,564597357;0,553461772;0
0;0,102914622;0,109261831;0,15263497;0,116941159;0,03;0,109310302;0,135641941;0,105363052;0,106971593;0
0;0,286936809;0,323427305;0,241992554;0,304371726;0,344;0,272388392;0,228660321;0,320151508;0,287075378;0
0;0,050717641;0,081502825;0,221148664;0,111530492;0,214;0,172851005;0,207101903;0,056457263;0,05091272;0
1;0,367970155;0,383350602;0,465941314;0,471564577;0,382;0,41730774;0,369481222;0,483041907;0,371117828;0
0;0,085357403;0,098150548;0,128806032;0,092140165;0,12;0,07803226;0,10515485;0,089290231;0,134534395;0
0;0,277274088;0,321889354;0,322391625;0,332799387;0,436;0,456825037;0,515904001;0,302393367;0,364901335;0
0;0,639704814;0,68371141;0,645658556;0,690638076;0,608;0,537312487;0,567043312;0,659827038;0,60166713;0
0;0,059073624;0,0858741;0,102742412;0,086301782;0,122;0,052027986;0,071766524;0,074720947;0,09536678;0
0;0,33105355;0,314801967;0,383030228;0,337933375;0,418;0,478511081;0,448873325;0,326823552;0,321897973;0
0;0,055438189;0,091265841;0,078417239;0,082023107;0,05;0,040693689;0,068529723;0,04610778;0,087161493;0
0;0,238817981;0,236601524;0,217555643;0,194849262;0,164;0,166794125;0,179289912;0,186418925;0,167838923;0
1;0,377285618;0,383069323;0,367141337;0,379515806;0,434;0,378030948;0,489166583;0,406868114;0,402757609;0
0;0,241656134;0,251836547;0,284243282;0,275142585;0,386;0,372475143;0,361125122;0,212075436;0,160551326;0
0;0,120177162;0,146042662;0,117873011;0,117094051;0,166;0,116266548;0,118336016;0,101648459;0,150015937;0
0;0,303080316;0,36800436;0,318952013;0,350389099;0,396;0,280578108;0,268383394;0,280106626;0,3738161;0
0;0,271377883;0,20864493;0,238368401;0,23271072;0,282;0,19743019;0,222439303;0,284308008;0,175994676;0
0;0,093849643;0,11482249;0,144996454;0,107803237;0,074;0,130322587;0,131365161;0,08133231;0,098010796;0
0;0,038871218;0,05593935;0,083170343;0,057985429;0,098;0,051665503;0,065772462;0,049093729;0,083308973;0
0;0,155881287;0,147354984;0,168847805;0,142531943;0,098;0,139182445;0,150500637;0,123950797;0,130585757;0
1;0,272162643;0,26784114;0,349661106;0,293082484;0,366;0,355486258;0,35489423;0,291154472;0,22151688;0
1;0,356589616;0,331698991;0,29729395;0,311225483;0,372;0,349603006;0,342175693;0,337387227;0,252791058;0
0;0,05688848;0,061770608;0,122580046;0,085597701;0,14;0,104045564;0,107499314;0,095081711;0,125617608;0
0;0,656446425;0,611004598;0,518015331;0,537987994;0,5;0,634961669;0,565535805;0,538112713;0,65195442;0
0;0,054400722;0,073515552;0,171415478;0,107664087;0,148;0,139047375;0,137861237;0,091317921;0,079710076;0
1;0,649465476;0,617012033;0,561506963;0,566617614;0,506;0,558936689;0,537445278;0,641480319;0,653385491;0
0;0,534424845;0,376834289;0,474227489;0,415669439;0,362;0,349652496;0,328748357;0,52930987;0,475892167;0
0;0,088187221;0,110903582;0,132136816;0,104053026;0,134;0,105807895;0,112996387;0,100849721;0,130337102;0
1;0,733864409;0,661588657;0,635692441;0,645254572;0,544;0,492223719;0,526214677;0,758707013;0,708622422;0
0;0,491042977;0,469310478;0,310612012;0,350458275;0,33;0,334008753;0,344027959;0,366039128;0,369537054;0
1;0,182418315;0,14374862;0,149440667;0,116180767;0,122;0,111037844;0,109785719;0,155156345;0,141927217;0
0;0,539764075;0,501891958;0,602479476;0,581933504;0,606;0,641672629;0,657681451;0,574028201;0,549322683;0
0;0,226356948;0,185008852;0,231957438;0,181158945;0,246;0,257478654;0,237210319;0,238541107;0,230506858;0
0;0,076398287;0,097472302;0,09718021;0,085406073;0,154;0,062888366;0,066473897;0,078667261;0,0953352;0
1;0,048198459;0,048293069;0,072420017;0,046025094;0,048;0,031663223;0,053982923;0,054914904;0,091786268;0
0;0,492008818;0,578980265;0,538534261;0,58711199;0,466;0,555806439;0,52611191;0,592892481;0,515249763;0
0;0,050153492;0,091692617;0,295334137;0,15262362;0,424;0,274393927;0,288142015;0,103435112;0,07707161;0
0;0,662247204;0,583949492;0,625396583;0,594026505;0,53;0,565194298;0,563578335;0,632945824;0,618065348;0
0;0,048971824;0,077818697;0,120184717;0,086860885;0,198;0,086888387;0,112510081;0,062683606;0,065708908;0
1;0,209987831;0,22149654;0,258498604;0,208857891;0,324;0,324157096;0,284498441;0,180452574;0,169943144;0
0;0,056906485;0,102363965;0,104987479;0,09773739;0,136;0,055459347;0,069943908;0,070953146;0,112557856;0
1;0,575960252;0,56069726;0,509650219;0,500935492;0,624;0,554173354;0,574173249;0,483913918;0,536552218;0
0;0,214115764;0,21294174;0,219362289;0,230917162;0,324;0,261749498;0,250207027;0,207934258;0,193339568;0
0;0,401372139;0,429089644;0,445308196;0,440838814;0,41;0,464827162;0,445787247;0,43216311;0,40375124;0
0;0,182933497;0,193361427;0,228378889;0,189948878;0,218;0,249114385;0,257861647;0,222688988;0,216002475;0
0;0,744675538;0,724381795;0,311219648;0,540788316;0,402;0,294976923;0,339562597;0,239414741;0,139769191;0
0;0,030585443;0,057029824;0,152289281;0,081828243;0,224;0,132723386;0,119881228;0,040967675;0,04357188;0
0;0,259758376;0,246272505;0,281693943;0,24577724;0,408;0,369860259;0,373927966;0,241841954;0,210686762;0
0;0,47063696;0,410106516;0,320586654;0,376864255;0,43;0,401334377;0,397667479;0,445596856;0,547177799;0
0;0,064692308;0,096310449;0,099126514;0,078630566;0,154;0,062714497;0,09153496;0,061953068;0,077869411;0
0;0,405452185;0,40892266;0,41673654;0,408727145;0,488;0,484012282;0,486464756;0,344956828;0,247021817;0
0;0,048062069;0,061039606;0,073127395;0,055279645;0,058;0,057595364;0,07603661;0,044228336;0,067576636;0
0;0,06980443;0,096794506;0,07898543;0,079480702;0,176;0,031633926;0,057137072;0,070526251;0,135010917;0
1;0,654715961;0,562258408;0,584497195;0,571150531;0,554;0,590322806;0,628793307;0,56321796;0,506259391;0
0;0,298477533;0,357929467;0,358727631;0,316964563;0,394;0,301257249;0,41172875;0,239376266;0,30556693;0
1;0,415122743;0,400911689;0,408977057;0,383093381;0,33;0,395268234;0,332424812;0,365469399;0,289274134;0
1;0,569650777;0,589269148;0,535678709;0,574079853;0,616;0,613388092;0,60548587;0,589177689;0,683623887;0
1;0,29651267;0,275716401;0,308836364;0,256094273;0,38;0,260083634;0,26558316;0,267717442;0,261868778;0
0;0,04108428;0,056532498;0,070647128;0,05137544;0,076;0,040803992;0,064691215;0,036478625;0,070119805;0
0;0,120090103;0,11852316;0,154164971;0,104834575;0,116;0,115661461;0,147206943;0,083160862;0,098964136;0
1;0,714351988;0,662904197;0,647709873;0,656898181;0,582;0,596391932;0,56691377;0,647369943;0,636613189;0
0;0,074097923;0,083724249;0,128057529;0,082124608;0,066;0,08189887;0,108577757;0,085070535;0,099748058;0
1;0,320849547;0,292110841;0,41704209;0,380117796;0,35;0,367918945;0,365787393;0,458088756;0,359180495;0
0;0,069735249;0,064268723;0,070677128;0,065394082;0,052;0,046515121;0,075907476;0,055934334;0,107852616;0
1;0,690400253;0,655153295;0,58923809;0,675909931;0,534;0,671768574;0,629609202;0,717150974;0,750670069;0
0;0,028511033;0,046144243;0,081442246;0,046164676;0,084;0,055995587;0,081356514;0,033396653;0,078322617;0
1;0,62427463;0,613520229;0,641861965;0,65216536;0,53;0,560422481;0,578724137;0,664888596;0,719271733;0
0;0,526541918;0,493660814;0,4291108;0,517801477;0,388;0,451620423;0,438291553;0,580973904;0,576170551;0
0;0,052508599;0,098971209;0,136325732;0,099702917;0,152;0,131097313;0,145413421;0,082010588;0,126264206;0
1;0,821400239;0,788134747;0,748026219;0,797005353;0,61;0,713771752;0,700881185;0,802769153;0,779786572;0
1;0,498084052;0,438998906;0,249991173;0,31701902;0,42;0,337598497;0,328671863;0,336336652;0,298817415;0
0;0,19012392;0,1960744;0,200479671;0,180553409;0,28;0,194305553;0,209405595;0,175498538;0,169038203;0
1;0,328334505;0,37176679;0,382654017;0,408543235;0,434;0,44671405;0,500579853;0,419211031;0,435162222;0
1;0,512169311;0,442670882;0,296050671;0,379537349;0,36;0,317354375;0,30033635;0,370167164;0,255667682;0
0;0,206560135;0,255948257;0,350478063;0,26848746;0,296;0,31553295;0,34158147;0,205043583;0,299085219;0
1;0,125223367;0,1471325;0,14904978;0,134633157;0,238;0,067531811;0,095510672;0,090026696;0,123469624;0
0;0,117707946;0,147912408;0,182186403;0,134599321;0,226;0,217449006;0,193648792;0,117042796;0,092180216;0
0;0,041201881;0,058375337;0,10626529;0,075760027;0,038;0,06229574;0,06461936;0,070164394;0,092458495;0
0;0,251919961;0,322256714;0,431049186;0,380091669;0,444;0,380900535;0,391093106;0,325912586;0,248356799;0
1;0,266055302;0,311120217;0,407138859;0,353665191;0,404;0,368238453;0,366768691;0,290615941;0,236272846;0
0;0,396285945;0,254596047;0,169739958;0,204120593;0,366;0,13681513;0,141101749;0,247797576;0,196009555;0
0;0,145137222;0,202106883;0,168847805;0,195849033;0,086;0,125296001;0,14514539;0,16839125;0,193084216;0
1;0,036562505;0,066994092;0,081536327;0,057905331;0,108;0,050209842;0,074785475;0,030703985;0,047525054;0
0;0,024245223;0,043535469;0,088161944;0,044354354;0,094;0,055459347;0,075428305;0,021504034;0,026686013;0
1;0,708614759;0,689092167;0,624236151;0,691824588;0,636;0,657547846;0,661168998;0,653736355;0,700457527;0
1;0,810909118;0,769627531;0,740444917;0,795080302;0,536;0,540879196;0,492195587;0,807347353;0,800341402;0
0;0,059439555;0,08550179;0,096383417;0,091846932;0,1;0,060553945;0,083250155;0,057739063;0,102935565;0
0;0,246884012;0,230358838;0,236102027;0,226495188;0,216;0,192804844;0,214445805;0,238915549;0,191236972;0
1;0,540036464;0,521555809;0,562750077;0,521932844;0,5;0,606811647;0,631147902;0,494799118;0,565177077;0
0;0,243172025;0,204079095;0,141394328;0,15912265;0,316;0,090114959;0,123209411;0,176492222;0,190020481;0
0;0,161421386;0,18023664;0,241441177;0,164930109;0,336;0,145946568;0,15043701;0,152401562;0,193926099;0
1;0,600128407;0,548964881;0,620502793;0,58336341;0,564;0,566423316;0,568367617;0,564430534;0,559063482;0
1;0,602519354;0,574438386;0,55480526;0,618134235;0,546;0,633185379;0,645629461;0,60757369;0,727264178;0
0;0,061462826;0,10926012;0,242424566;0,152641402;0,178;0,183830439;0,15707764;0,09015;0,093389535;0
0;0,482005294;0,440142917;0,401899541;0,441170707;0,458;0,528347855;0,49338358;0,433751944;0,360540182;0
0;0,278337176;0,243397;0,251801347;0,26976463;0,318;0,285904207;0,2270725;0,256484686;0,149224894;0
1;0,414136114;0,392796204;0,429157927;0,441579742;0,464;0,480096285;0,489037094;0,496497576;0,370229044;0
0;0,333192541;0,266534852;0,179169848;0,199599728;0,222;0,141712031;0,1727383;0,300546099;0,314765484;0
1;0,255961747;0,296906389;0,394491187;0,370774933;0,324;0,373836447;0,327164116;0,39781866;0,358245409;0
0;0,424620588;0,505736744;0,486164475;0,610679693;0,494;0,59432295;0,566864583;0,603779055;0,624741789;0
1;0,317814774;0,292209314;0,258242848;0,28919164;0,296;0,151609999;0,187155774;0,326351264;0,356051598;0
1;0,296763606;0,301541813;0,4441178;0,369352052;0,452;0,532664189;0,489129719;0,34254637;0,488152739;0
1;0,788075392;0,713428041;0,588862351;0,635258501;0,562;0,604837666;0,665494042;0,734043099;0,718153409;0
1;0,651615111;0,624152129;0,540654675;0,581946422;0,518;0,548826877;0,603377788;0,588811448;0,614338471;0
1;0,196044126;0,194174411;0,182507719;0,185621321;0,19;0,132301509;0,174638948;0,207141829;0,209459801;0
0;0,348523724;0,387242793;0,256552436;0,311206444;0,42;0,322691428;0,330106304;0,298276609;0,252920029;0
0;0,473642899;0,547981964;0,449623982;0,54582786;0,546;0,464973666;0,494257495;0,587620312;0,560399178;0
0;0,160498993;0,151270996;0,173967223;0,153285116;0,152;0,181825081;0,178877781;0,152033012;0,158194352;0
0;0,140916774;0,143791355;0,154969409;0,170476595;0,248;0,081540276;0,131557584;0,183477943;0,200578887;0
1;0,379923622;0,383701941;0,391746766;0,408027182;0,458;0,505645686;0,485963319;0,352299698;0,467362494;0
0;0,056305745;0,073846875;0,219977787;0,11096767;0,228;0,211799553;0,192508072;0,098348606;0,200969736;0
1;0,498883386;0,562318222;0,600065043;0,604927262;0,482;0,672366542;0,595948867;0,547746851;0,380501785;0
0;0,029487192;0,034730311;0,074913944;0,036960643;0,064;0,046498243;0,056097013;0,029975949;0,055919016;0
0;0,042159186;0,05662158;0,074747107;0,056948147;0,084;0,048982914;0,071674823;0,043913795;0,060888501;0
0;0,345967422;0,303147741;0,292686393;0,313435926;0,378;0,36836053;0,413005134;0,328349835;0,292864581;0
0;0,270810454;0,276484066;0,302206014;0,290969579;0,284;0,370037369;0,330562126;0,267118633;0,217179611;0
0;0,081516852;0,083699274;0,107588818;0,083749053;0,042;0,056964737;0,059811618;0,076318719;0,104113906;0
0;0,131537458;0,113614268;0,192828439;0,122595676;0,26;0,20437464;0,181130429;0,13115689;0,164111422;0
0;0,161155737;0,197420494;0,227937334;0,176626062;0,358;0,241439169;0,239301914;0,175073028;0,119070502;0
0;0,22782139;0,19930003;0,242063822;0,215319901;0,122;0,191284305;0,194984954;0,182862758;0,171984607;0
0;0,060171772;0,053607339;0,10572087;0,046888155;0,032;0,052317956;0,074462105;0,051891328;0,090624357;0
1;0,282072548;0,259436423;0,252021262;0,245714788;0,284;0,19531932;0,204353951;0,25252629;0,266860079;0
1;0,801834357;0,784436464;0,65373124;0,78070748;0,56;0,683265245;0,713516814;0,7829447;0,737916927;0
0;0,114643543;0,124662913;0,140619338;0,123853065;0,166;0,084832889;0,109682424;0,14754162;0,144252871;0
0;0,144237776;0,1517647;0,149479188;0,118718887;0,082;0,11091178;0,12421437;0,109196203;0,12200167;0
0;0,299333474;0,292348258;0,397848182;0,359923248;0,4;0,411972638;0,409165653;0,346891928;0,258657909;0
0;0,242543898;0,330780875;0,40545216;0,349454835;0,316;0,313806625;0,292266343;0,211568346;0,304241517;0
0;0,437375473;0,452445349;0,422491983;0,449036811;0,464;0,536741385;0,490509327;0,480391245;0,444959763;0
0;0,384702548;0,325623055;0,384103153;0,375414681;0,288;0,376602694;0,319644009;0,419177797;0,350680415;0
0;0,377560117;0,346239941;0,453148442;0,384155239;0,428;0,361917241;0,336452948;0,369242956;0,303641726;0
0;0,319164349;0,333968784;0,353425884;0,333907739;0,408;0,429384638;0,432749261;0,298568652;0,235268197;0
0;0,084504083;0,11270408;0,116888765;0,106029701;0,182;0,078408633;0,103860035;0,076493736;0,144510865;0
1;0,686311563;0,680625489;0,527094226;0,636393029;0,476;0,572941392;0,596292162;0,695934973;0,676095877;0
0;0,492506126;0,492964749;0,341681288;0,412735642;0,438;0,347775116;0,385647672;0,493550703;0,448735061;0
0;0,163996501;0,178890501;0,281180389;0,215160075;0,324;0,302822527;0,296114819;0,269719111;0,208232692;0
0;0,184454256;0,184879942;0,206368165;0,171255368;0,29;0,218363864;0,199031239;0,153591023;0,133426047;0
0;0,237637467;0,28040151;0,283804902;0,292458968;0,444;0,310484655;0,342888217;0,265291737;0,220274537;0
0;0,310328788;0,346823891;0,472047008;0,404832655;0,456;0,494242283;0,595585317;0,438461078;0,441129849;0
0;0,121628739;0,13760383;0,248733505;0,172874004;0,2;0,17614696;0,206944952;0,150916861;0,105887839;0
0;0,037772777;0,051221752;0,103362365;0,060530923;0,052;0,074165594;0,0795873;0,047753373;0,056418884;0
0;0,098336767;0,108654702;0,163802169;0,104227225;0,136;0,127178867;0,162547227;0,116056466;0,103009974;0
0;0,165016048;0,125124216;0,179434129;0,12304192;0,23;0,109896923;0,139825792;0,151667035;0,212325464;0
1;0,807471737;0,73845781;0,625203487;0,728418813;0,538;0,694963779;0,701457403;0,767533063;0,784053727;0
0;0,232107158;0,288736905;0,2969228;0,306389601;0,292;0,309060305;0,307964361;0,243545784;0,216712238;0
0;0,02568851;0,041968975;0,089590021;0,052808347;0,08;0,029796218;0,058901658;0,053425777;0,088684273;0
0;0,120282271;0,119528175;0,190879334;0,135450171;0,254;0,214412758;0,190651969;0,101210134;0,080400365;0
0;0,184762459;0,178651181;0,148650773;0,152464611;0,22;0,122822782;0,116291345;0,16390051;0,163064488;0
1;0,189158385;0,199078887;0,18342347;0,188470689;0,196;0,217823707;0,185035838;0,170610714;0,182081303;0
1;0,448981748;0,411203325;0,389532263;0,426305723;0,534;0,52956444;0,500071703;0,427749676;0,455240267;0
0;0,146205499;0,160506976;0,156619329;0,141515103;0,174;0,092695958;0,105159426;0,144230417;0,155347411;0
0;0,063730419;0,07310062;0,105012228;0,072268349;0,222;0,098838292;0,115537495;0,061585109;0,092832438;0
0;0,586262615;0,535816528;0,579480918;0,600735052;0,496;0,55618319;0,53866523;0,649889309;0,631468879;0
1;0,761019541;0,690613782;0,601020762;0,68586882;0,572;0,651810357;0,610320899;0,723041761;0,715937688;0
0;0,011755225;0,024166338;0,100975385;0,04349234;0,126;0,037325479;0,0659855;0,017891654;0,025869934;0
1;0,859035939;0,796662055;0,719960459;0,796077489;0,566;0,683561765;0,64544231;0,846201533;0,842307561;0
1;0,865590504;0,789417058;0,740444917;0,815935403;0,514;0,627235395;0,639020709;0,840120332;0,824615618;0
0;0,195966075;0,284085284;0,221662258;0,21826585;0,38;0,170823227;0,180379116;0,132550497;0,223490131;0
0;0,069995563;0,095956163;0,108279084;0,096915116;0,156;0,06036124;0,080589524;0,07674268;0,095913084;0
1;0,683214536;0,653269795;0,491159836;0,583690294;0,588;0,623802008;0,57764891;0,658575102;0,690272951;0
0;0,344198404;0,405768667;0,348344597;0,388403894;0,422;0,420683846;0,435716081;0,388681335;0,478787756;0
1;0,780549163;0,725131925;0,633403385;0,755596088;0,638;0,706967355;0,703540675;0,814221892;0,826685427;0
0;0,078715325;0,086569598;0,110176541;0,083961735;0,128;0,067036895;0,079461302;0,088148721;0,111368332;0
0;0,260012279;0,272935223;0,424764021;0,315047489;0,512;0,512984785;0,481978031;0,357159283;0,338992118;0
0;0,168023042;0,152782235;0,201350918;0,16875112;0,26;0,191277578;0,175971137;0,180146135;0,164956938;0
0;0,459588401;0,481222095;0,432288642;0,430294684;0,512;0,492652573;0,509259755;0,39065678;0,446495212;0
0;0,700374498;0,690005561;0,686884573;0,707322183;0,63;0,59477555;0,646389126;0,706257892;0,740884606;0
1;0,540350461;0,497397622;0,566737567;0,520056506;0,532;0,56367704;0,565686919;0,61212649;0,628692436;0
1;0,635579045;0,613026463;0,509408797;0,551333337;0,504;0,545556025;0,642214296;0,65674244;0,646532817;0
0;0,433989813;0,37855205;0,366613161;0,381437415;0,348;0,401850009;0,389729505;0,427802219;0,340272947;0
0;0,025708282;0,044589278;0,073538553;0,046590168;0,066;0,042795303;0,063723203;0,029223476;0,072855444;0
1;0,728121291;0,728129642;0,555597369;0,686390524;0,64;0,654576096;0,68562758;0,719302417;0,694852592;0
1;0,883115808;0,834491146;0,710050535;0,818066494;0,604;0,687569906;0,717130888;0,882090286;0,857216029;0
1;0,192643998;0,140363604;0,218043075;0,160658537;0,158;0,158819103;0,17486499;0,147009808;0,133296187;0
0;0,214866472;0,21857025;0,334706026;0,274632908;0,344;0,384502847;0,414254593;0,239932537;0,248276161;0
0;0,053823601;0,100391013;0,100307859;0,092269591;0,114;0,068072725;0,070860042;0,069795774;0,088554439;0
1;0,062783366;0,083339915;0,108371911;0,090528495;0,106;0,054945237;0,070219276;0,092433177;0,127962818;0
1;0,513400304;0,40063932;0,430004676;0,397133033;0,352;0,29182559;0,298636466;0,439484689;0,396837395;0
0;0,061938919;0,084437412;0,083890764;0,077228433;0,148;0,050209842;0,069744948;0,06897913;0,086257065;0
0;0,059529552;0,078980854;0,094218709;0,08342748;0,238;0,048362925;0,080749738;0,072997281;0,076516379;0
0;0,141917721;0,16730074;0,203712298;0,183683911;0,106;0,154895689;0,151512552;0,229423214;0,221538183;0
0;0,319868186;0,350164414;0,484592984;0,48313827;0,42;0,439763083;0,447268723;0,433849181;0,517552153;0
0;0,227522193;0,249974897;0,254063187;0,245265171;0,404;0,335407039;0,346599697;0,176069741;0,126568608;0
0;0,315829234;0,348123585;0,31213715;0,325263431;0,266;0,273418799;0,234798637;0,311373397;0,442884848;0
1;0,307168561;0,355047401;0,334248054;0,303003695;0,398;0,269140712;0,344299563;0,205147501;0,283112303;0
1;0,407435258;0,368803189;0,547471161;0,44702282;0,426;0,546144447;0,56768728;0,484866383;0,414374438;0
0;0,536668618;0,552794596;0,526065624;0,550107517;0,502;0,55670761;0,556032628;0,486389128;0,523707888;0
1;0,400988638;0,454285549;0,321719754;0,385306703;0,438;0,382294712;0,378957285;0,361706008;0,377222467;0
1;0,383232169;0,391975649;0,420130029;0,462795162;0,436;0,445200129;0,429846373;0,562432324;0,511589256;0
1;0,446888926;0,489943696;0,387147526;0,420885877;0,548;0,513281231;0,589981638;0,414274026;0,531959333;0
1;0,301692455;0,279863887;0,18558071;0,22190753;0,264;0,173786516;0,185220896;0,22507647;0,219563197;0
0;0,016890684;0,035542305;0,089907264;0,082167164;0,168;0,054369099;0,079513187;0,065403942;0,109769779;0
1;0,550758102;0,498320358;0,518055796;0,539168977;0,524;0,626866373;0,630688192;0,564843716;0,514780054;0
0;0,136349709;0,142344072;0,243563532;0,19876015;0,23;0,286031349;0,291214717;0,298472666;0,22308452;0
0;0,679495488;0,612429877;0,619012709;0,637290591;0,496;0,577649666;0,552640774;0,617112261;0,671898357;0
0;0,818321743;0,78128849;0,765602861;0,836536138;0,546;0,68015268;0,77092864;0,838939578;0,874171862;0
1;0,769085406;0,732777013;0,652403876;0,675924078;0,524;0,577431313;0,59881763;0,742806055;0,744832718;0
0;0,069917815;0,093332946;0,146785725;0,114796582;0,102;0,109420502;0,123415376;0,116536379;0,123883807;0
